Provider_Name,Contacts,Category,Speciality,Physical Address,County,Coordinates,Latitude,Longitude,Exact_Location
Avi Mater Care Hospital,0723220105/0708296492,Hosiptal,Inpatient / outpatient,Isiolo- Marsabit Highway,Isiolo,"(0.355636, 37.5833061)",0.355636,37.5833061,Isiolo
Health Pact medical centre,724172527,Hosiptal,Outpatient,Saada Arcade Isiolo town,Isiolo,"(0.355636, 37.5833061)",0.355636,37.5833061,Isiolo
Isiolo Samburu Marsabit Clinic [ISMC],"0718135110, 0737264899, 020 2631525",Hosiptal,Outpatient,Marsabit,Marsabit,"(2.3354966, 37.9943453)",2.3354966,37.9943453,Marsabit
Moyale Nursing Home,0729802075/0722151888,Hosiptal,Outpatient,Moyale,Marsabit,"(3.5359699, 39.0515247)",3.5359699,39.0515247,Moyale
Bwena Medical Services ,0722396663/0721252543,Hosiptal,Inpatient / outpatient,Makutano town behind Barclays bank: Kapenguria ,West Pokot,"(1.2544328, 35.0911142)",1.2544328,35.0911142,Makutano
Equity Afia Bomet,0765 000 526,Hosiptal,Outpatient,"Bomet Town,Chamat Holdings, Opposite Gulpark Hote",Bomet,"(-0.7777854, 35.3356518)",-0.7777854,35.3356518,Bomet
Dr. Anne Irungu,0722316344/ 0721406654,Specialist,Chest Specialist,Upper hill medical centre 5th floor suite 5E,Nairobi,"(-1.29475, 36.806605)",-1.29475,36.806605,Upperhill
Bush Smiles Dental Clinic,700113043,Specialist,Dentist,"Corner House, Kimathi Street, 2nd Floor",Nairobi,"(-1.2849158, 36.8239114)",-1.2849158,36.8239114,Nairobi CBD
Deans Dental Clinic (Garden City- 3rd Floor),0714 986528,Specialist,Dentist,"Garden City, 2nd Floor, Next to KCB Bank, Nairobi",Nairobi,"(-1.2920659, 36.8219462)",-1.2325,36.8788,Kasarani
Densmile Dental clinic - Thika Road Branch,0720923391/0739632139,Specialist,Dentist,"Thika Road TRM drive, Nairobi",Nairobi,"(-1.2188769, 36.8876524)",-1.2188769,36.8876524,Thika Road
Dental Art Centre Group LTD,0703042896/0723681746,Specialist,Dentist,"The Malindi-Lamu Road Oasis Mall Malindi,",Nairobi,"(-1.2854576, 36.8223358)",-1.2854576,36.8223358,Malindi
"Dr Stephanie Jebichiy Chesire/Dr Rael Ariemba/Royal Smiles Dental Clinic,(Nextgen Mall, Nextgen Park)",0712 653394,Specialist,Dentist,"Nextgen Mall, Mombasa Road, Nairobi",Nairobi,"(-1.3237712, 36.8440353)",-1.3237712,36.8440353,Mombasa Road
"Dr, Humphrey Murithi",722288891,Specialist,Dentist,"Kenya YearBook, P.O.BOX 30433-00100 Nairobi, Ragati Rd, Nairobi",Nairobi,"(-1.2956287, 36.8128082)",-1.2956287,36.8128082,Upperhill
Dr. Akama & Associates,721200767,Specialist,Oral & Maxilifacial Surgeon,"Landmark Plaza, Argwings Kodhek Rd, Nairobi",Nairobi,"(-1.2947749, 36.8054)",-1.2947749,36.8054,Upperhill
Elephant Dental Ltd- A B Center,0721 670 439,Specialist,Dentist,"ELEPHANT DENTAL - A B CENTRE, Spine Road, Bee Centre",Nairobi,"(-1.2824871, 36.9031856)",-1.2824871,36.9031856,Waiyaki Way
Elephant Dental Ltd- Gateway Mall,0722 509 098/0724 559 552,Specialist,Dentist,"Mombasa Road, Nairobi",Nairobi,"(-1.3660767, 36.9126044)",-1.3660767,36.9126044,Mombasa Road
"Elephant Dental Ltd- Ngong Road, 5th Avenue",0790 573 403/0724 417 021,Specialist,Dentist,"Fifth Ngong Ave, Ngong",Nairobi,"(-1.3562118, 36.6687545)",-1.3562118,36.6687545,Ngong
Elephant Dental Ltd-Ngara,0722 480 452/0115 636 380,Specialist,Dentist,"YTL, Ngara Rd, Nairobi",Nairobi,"(-1.2772586, 36.8290856)",-1.2772586,36.8290856,Ngara
Elephant Dental Ltd-Umoja Innercore,0719 475 998/0721 823 443,Specialist,Dentist,Moi Drive Umoja II Embakasi West,Nairobi,"(-1.2838685, 36.8939944)",-1.2838685,36.8939944,Umoja
Gegocare Dental Clinic,0729373573/0798569878,Specialist,Dentist,Eastern Bypass,Nairobi,"(-1.2177545, 36.9904924)",-1.2177545,36.9904924,Eastern Bypass
Molars Dental Practise,0722856900/0202428104,Specialist,Dentist,"Electricity House, 12th Floor Harambee Ave, Nairobi",Nairobi,"(-1.2879634, 36.82601349999999)",-1.2879634,36.8260135,Nairobi CBD
Smile Studio,0711279035/020440062,Specialist,Dentist,"Argwings Kodhek Rd, Nairobi",Nairobi,"(-1.2924942, 36.7884358)",-1.2924942,36.7884358,Upperhill
The George Owino & Associates,0722216848/ 2228287/ 2228930/ 2229050,Specialist,Dentist,"Starehe, Corner House, Kimathi St, Nairobi",Nairobi,"(-1.2849158, 36.8239114)",-1.2849158,36.8239114,Nairobi CBD
Dr. Hosea Waweru,737343146,Specialist,Dermatologist,"Medical Center Dagoreti North, Ralph Bunche Rd, Nairobi",Nairobi,"(-1.2811578, 36.7151334)",-1.2811478,36.7251334,Dagoretti
Dr. Peninah Kitili,722404362,Specialist,Dermatologist,"Argwings Kodhek Rd, Nairobi",Nairobi,"(-1.2924942, 36.7884358)",-1.2924942,36.7884358,Upperhill
Nairobi Audiology Centre ,0721439581/0202010612,Specialist,Hearing Aid Specialists ,"Landmark Plaza, Argwings Kodhek Rd, Nairobi",Nairobi,"(-1.2947749, 36.8054)",-1.2947749,36.8054,Upperhill
Prof. Herbert Oburra,0722981320/ 0202103569,Specialist,ENT Surgeon,"Landmark Plaza, Argwings Kodhek Rd, Nairobi",Nairobi,"(-1.2947749, 36.8054)",-1.2947749,36.8054,Upperhill
Dr. Joshua W. Mwangi,0722888103/ 0735824437,Specialist,General Surgeon,"Surgical Gastro Centre National Bank Building, South Podium 2nd Floor / Harambee Avenue Nairobi",Nairobi,"(-1.2889222, 36.8233977)",-1.2889222,36.8233977,Starehe
ANKH Women's Clinic,0722702326/0722707504/0721494043,Specialist,Gynacologist/Consutant Obstetrician,"9th floor, 4th avenue Towers, Fourth Ngong Ave, Nairobi",Nairobi,"(-1.2931971, 36.8084308)",-1.2931971,36.8084308,Upperhill
Dr. Carol Odula,2738478 / ,Specialist,Gynaecologist,"Prof. Nelson Awori Centre, Ralph Bunche Rd, Nairobi",Nairobi,"(-1.295698, 36.8065466)",-1.295698,36.8065466,Upperhill
Dr. Cromwell M. Mwakirungu,722948515,Specialist,Gynaecologist,"PR35+M7G, Fifth Ngong Ave, Nairobi City",Nairobi,"(-1.2940044, 36.8074281)",-1.2940044,36.8074281,Upperhill
Dr. J. M. Karienye,0722519728/ 0721497598,Specialist,Gynaecologist,"Corner House, 5th Floor Mama Ngina St, Nairobi",Nairobi,"(-1.2850509, 36.8238745)",-1.2850509,36.8238745,Nairobi CBD
Dr. James Kamau Maina,020310800/802,Specialist,Gynaecologist,Lumen Square Opposite Mp shah Hospital 3rd floor Room 304,Nairobi,"(-1.2640313, 36.8111584)",-1.2640313,36.8111584,Parklands
Dr. Kigen Bartilol,0722774991/ 0202737987/8,Specialist,Gynaecologist,"N H I F Building, Ragati Rd, Nairobi",Nairobi,"(-1.2956287, 36.8128082)",-1.2956287,36.8128082,Upperhill
Dr. Samson H. M. Wanjala,0722575158/ 0205101062/ 0772398020,Specialist,Gynaecologist,Kilimani round Floor Argwings Kodhek Road The Nairobi Hospital Doctors Plaza,Nairobi,"(-1.2958727, 36.8033705)",-1.2958727,36.8033705,Upperhill
Dr. Stephen Maina,020 250 9064/ 0706666200,Specialist,Gynaecologist,"Lumen Square, Shivachi road; Parklands; opposite M. P. Shah hospital. Suite 302",Nairobi,"(-1.2640313, 36.8111584)",-1.2640313,36.8111584,Parklands
Prime Care Health Services/Dr F.J. Kinuthia Muriu( Mayfair centre1st floor),0712 220450,Specialist,Gynaecologist,"8th Floor, Mayfair Centre, Nairobi, Kenya  Nairobi Nairobi County ",Nairobi,"(-1.2951564, 36.8067318)",-1.2951564,36.8067318,Upperhill
Prof. Valentino M. Lema ,0711860582/2722405/2723326,Specialist,Gynaecologist/Consultant Obstetrician ,"Ngong Rd, Nairobi",Nairobi,"(-1.2994605, 36.7906854)",-1.2994605,36.7906854,Ngong Road
Hurlingham Oncology,,Specialist,Oncologist,"The Nairobi Hospital Cancer Centre 1st Floor Suite 1, Nairobi",Nairobi,"(-1.2924942, 36.7884358)",-1.2924942,36.7884358,Upperhill
Baus Optical Company Limited-680 Branch,0736 930 146,Specialist,Opthalmologist,"680 Hotel, Standard Street,CBD (Opp. Bruce House)",Nairobi,"(-1.2855361, 36.8206643)",-1.2855361,36.8206643,Nairobi CBD
Baus Optical Company Limited-Hilton,0202240688/ 0723737272,Specialist,Opthalmologist,"Hilton Hotel, Mama NGina Street, CBD,Nairobi(Opp. Kimathis Statue)",Nairobi,"(-1.2855734, 36.8233027)",-1.2855734,36.8233027,Nairobi CBD
Baus Optical Company Ltd-Buruburu,0723 018 310,Specialist,Opthalmologist,"Bumbani Rd, Nairobi",Nairobi,"(-1.288467, 36.880589)",-1.288467,36.880589,Buruburu
City View Opticians,1134945396,Specialist,Opthalmologist,"Victoria Crt, Tom Mboya St, Nairobi",Nairobi,"(-1.2836341, 36.8250898)",-1.2836341,36.8250898,Nairobi CBD
Dynamic Optica and Diagnostic Limites,0726276942/0737276942,Specialist,Optician,"Arcade Discounts Mall, Ngong Rd, Nairobi",Nairobi,"(-1.3002531, 36.7824126)",-1.3002531,36.7824126,Ngong Road
Eye-centa Limited ,0713665454/0791318596,Specialist,Optician,"PR7G+QH3, Tom Mboya St, Nairobi",Nairobi,"(-1.2856125, 36.8264219)",-1.2856125,36.8264219,Nairobi CBD
Eyeroom limited ,0711884893/0782337424,Specialist,Optician,"Eyecare Consultants | Yaya Centre, Yaya Centre, Ground Floor Argwings Kodhek Rd, Nairobi",Nairobi,"(-1.2925018, 36.7911256)",-1.2925018,36.7911256,Hurlingham
Global Optic Wear ( Cottage Hospital ),0722660829/0792364988,Specialist,Optician,"F7F8+W39, Machakos",Nairobi,"(-1.5252125, 37.2652344)",-1.5252125,37.2652344,Machakos
International Optica,0701 861 222/0733861222,Specialist,Opthalmologist,"Moi Ave, Mombasa",Nairobi,"(-4.0613837, 39.6637536)",-4.0613837,39.6637536,Mombasa
Kamlesh Pandya Optics (K.K Optics Ltd-Upperhill,782312610,Specialist,Opthalmologist,"Wanza House, Ground Floor, Off Tubman Rd, Nairobi",Nairobi,"(-1.2823211, 36.8207009)",-1.2823211,36.8207009,Upperhill
"Mumtaz Eye Care Limited (3rd parklands avenue,Doctor's park, 3rd floor suite A4)",0704 345672/0731 388668/0721 388666/0734 450136,Specialist,Opthalmologist & Opticians,"Room 212 2nd Floor Parklands Medi Plaza,3rd Parklands Avenue,Nairobi Central, 00100",Nairobi,"(-1.2624855, 36.8225216)",-1.2624855,36.8225216,Parklands
Nairobi Eye Associates,724229174,Specialist,Opthalmologist,"General Accident House, Ralph Bunche Rd, Nairobi",Nairobi,"(-1.2960508, 36.8072381)",-1.2960508,36.8072381,Upperhill
Omega Opticians- Hurlingham,712267778,Specialist,Optomerist,"Argwings Kodhek Rd, Nairobi",Nairobi,"(-1.2924942, 36.7884358)",-1.2924942,36.7884358,Hurlingham
Omega Opticians-Karen,704338197,Specialist,Optomerist,"The Well Karen off Langata Rd Opp Citam KAREN, Langata Rd, Nairobi",Nairobi,"(-1.3407058, 36.7568178)",-1.3407058,36.7568178,Karen
Omega Opticians-Tom Mboya,723604175,Specialist,Optomerist,"Pioneer house, Tom Mboya St, Nairobi",Nairobi,"(-1.2885022, 36.8268355)",-1.2885022,36.8268355,Nairobi CBD
Optica Ltd-Airwings Arcade,740763745,Specialist,Opthalmologist,"Optica - Opticians in Argwings Arcade, Nairobi, Argwings Arcade, Ground Floor, Nairobi",Nairobi,"(-1.2920659, 36.8219462)",-1.2920659,36.8219462,Hurlingham
Optica Ltd-One stop arcade,115790547,Specialist,Opthalmologist,"One Stop Arcade, Langata Rd, Nairobi",Nairobi,"(-1.3223946, 36.7176668)",-1.3223946,36.7176668,Langata Road
Prof. Henry S. Adala,0733519905/ 0717667040,Specialist,Opthalmologist,Kilimani Utalii Hse Dagoreti North,Nairobi,"(-1.2892786, 36.7869311)",-1.2892786,36.7869311,Kilimani
Specsales Opticians,750333339,Specialist,Optomerist,"Balfour House - Kimathi Street, Opposite Java House, Nairobi",Nairobi,"(-1.2920659, 36.8219462)",-1.2920659,36.8219462,Nairobi CBD
Dr. Akama & Associates,721200767,Specialist,Oral & Maxilifacial Surgeon,"Landmark Plaza, Argwings Kodhek Rd, Nairobi",Nairobi,"(-1.2947749, 36.8054)",-1.2947749,36.8054,Upperhill
Dr. Everisto Opondo,0722475767/ 0736917396,Specialist,Orthopaedic,Doctor's Plaza Nairobi Hospital 1st Floor,Nairobi,"(-1.2958427, 36.8033858)",-1.2958427,36.8033858,Upperhill
Dr. Soren Otieno ( Nairobi Orthopeadic and Spine Clinic ),0722739513/ 0720007036,Specialist,Orthopaedic,"General Accident House, Nairobi",Nairobi,"(-1.2960508, 36.8072381)",-1.2960508,36.8072381,Upperhill
"Dr.S.O.Owinga (Aga khan university hospital,doctors plaza Rm 107) (Nairobi hospital Doctors plaza ground floor Rm 16) ","020 3662727/020 3740000, 020 2552552 ",Specialist,Orthopaedic,"1st Floor Room 107 Agakhan Doctors Plaza,3rd Parklands Avenue,Nairobi Central, 00100",Nairobi,"(-1.2599001, 36.8179083)",-1.2599001,36.8179083,Parklands
Dr Eva Mubia Wangechi Njenga,0726119729/0202722826,Specialist,Diabetic & Endocrinologist,"Fifth Ngong Ave, Nairobi",Nairobi,"(-1.2940044, 36.8074281)",-1.2940044,36.8074281,Upperhill
David Duro Galgalo,722472613,Specialist,Consultant Paeditrician ,"2nd Floor Suite 9 The Mater Hospital,Mukenia Road,Nairobi Central, 00100",Nairobi,"(-1.3092203, 36.8337427)",-1.3092203,36.8337427,South B
Dr Rumesa Akmal-Houghton Medical Center,0706595474/0777600821,Specialist,Consultant Paeditrician ,"Stima Plaza, Nairobi",Nairobi,"(-1.2715319, 36.8204853)",-1.2715319,36.8204853,Parklands
Dr. Beth Maina,0722522758/0722639305,Specialist,Consultant Paeditrician ,"5th Avenue Suites, Road, Nairobi",Nairobi,"(-1.2961196, 36.8081259)",-1.2961196,36.8081259,Upperhill
Dr. Charles J.R Opondo,0722517598/0202043781/0706171851,Specialist,Paeditrician ,"Block A, Landmark Plaza, Argwings Kodhek Rd, Nairobi",Nairobi,"(-1.2947749, 36.8054)",-1.2947749,36.8054,Upperhill
Dr. H W Njuki,721301352,Specialist,Paeditrician ,"KMA Centre,Chyulu Road,Upper Hill, 00100",Nairobi,"(-1.2986041, 36.81135829999999)",-1.2986041,36.8113583,Upperhill
Dr. J. K. Mbuthia,0734420611/ 0202716666,Specialist,Paeditrician ,"PR35+J7M, Fifth Ngong Ave, Nairobi",Nairobi,"(-1.2959125, 36.8081719)",-1.2959125,36.8081719,Upperhill
Prof. Christine Yuko Jowi,0722200512/ 0733417917/ 2710062/ 2726506,Specialist,Paediatric Surgeon,"5th avenue building,5th Ngong Avenue, Road, Nairobi",Nairobi,"(-1.2959772, 36.808225)",-1.2959772,36.808225,Upperhill
"Capitol physiotherapy and wellness clinic, (5th Avenue Office Suites,6th floor)",0702 617960,Specialist,Physical Therapy,5th Avenue Office suites opposite Nairobi traffic head quaters.,Nairobi,"(-1.2920659, 36.8219462)",-1.2920659,36.8219462,Upperhill
Dr Johnson wafula Masika,0720810844/0720273798,Specialist,Consultant Physcian/ Chest Specialist,"Nhif building, Ragati Rd, Nairobi",Nairobi,"(-1.2956287, 36.8128082)",-1.2956287,36.8128082,Upperhill
Dr. George Morara Moturi,722737470,Specialist,Physician,Nairobi South Dunga Road Doctor's Plaza Mater Hospital,Nairobi,"(-1.2854576, 36.8223358)",-1.2854576,36.8223358,South B
Dr. Kibowen Toroitich,202224426,Specialist,Physician,"Town Hse, Kaunda St",Nairobi,"(-1.2859784, 36.8211314)",-1.2859784,36.8211314,Nairobi CBD
Dr. Shedrack Garama Kahindi,724901428,Specialist,Physician,"Caseroni,Kiambu Road,Nairobi Central, 00100",Nairobi,"(-1.1307381, 36.7648591)",-1.1307381,36.7648591,Kiambu
Physical Therapy Services,0722796671/ 0733901719,Specialist,Physician,"Physical Therapy Services Ltd, 9th floor, Ecobank Towers, Nairobi CBD, Corner of Muindi Mbingu Street and Kaunda Street, 45655 Nairobi",Nairobi,"(-1.285743, 36.821118)",-1.285743,36.821118,Nairobi CBD
Dr.Catherine Syengo M. Mutisya(KMA centre 3rd floor suite 302),0738 905182/0714 972228,Specialist,Psychiatrist,"Room 302 3rd Floor KMA Centre,Mara Road,Nairobi Central, 00100",Nairobi,"(-1.2986041, 36.81135829999999)",-1.2986041,36.8113583,Upperhill
Enclaire counselling centre,2332512/0729903001,Specialist,Psychiatrist ,"Oloolua Close, Nairobi",Nairobi,"(-1.348224, 36.6795425)",-1.348224,36.6795425,Oloolua
Nairobi Arthritis  Clinic - Dr Omondi Oyoo,0727935706/ 2729905,Specialist,Consultant Physician & Rheumatologist,"Hospital Rd, Nairobi",Nairobi,"(-1.300114, 36.8127263)",-1.300114,36.8127263,Upperhill
David Duro Galgallo,722472613,Specialist,Nephrologists,"2nd Floor Suite 9 The Mater Hospital,Mukenia Road,Nairobi Central, 00100",Nairobi,"(-1.3092203, 36.8337427)",-1.3092203,36.8337427,South B
Kisumu Smiles Gentle Care,716191306,Specialist,Dentist,"City Clock, A1, Kisumu",Kisumu,"(-0.1011895, 34.7578333)",-0.1011895,34.7578333,Kisumu
"Prestige Dental Services Ltd/Dr Mary Osio (United Mall, Wing B room 5.Kakamega Road)",0720 678989/0798 605987,Specialist,Dentist,"Fortis Suites, 7th Flr, Hospital Road Nairobi",Kisumu,"(-1.2983821, 36.8085711)",-1.2983821,36.8085711,Upperhill
Baus Optical Company Ltd-Kisumu,0725 007 574,Specialist,Opthalmologist,"Mega Plaza, Oginga Odinga Rd, Kisumu",Kisumu,"(-0.1042259, 34.7527944)",-0.1042259,34.7527944,Kisumu
Associated Central Services -Dr. Micheal Karume Olel,0716632739 / 0733516371,Specialist,Gynaecologist,"DR.Karume Michael, NSSF Building,1st",Mombasa,"(-4.0638612, 39.6733441)",-4.0638612,39.6733441,Mombasa
Baus Optical Company Ltd,0716 575 756,Specialist,Opthalmologists & Opticians,"Baus Optical Co Ltd(Head Office) Hilton Hotel,Mama Ngina Street., Hilton Hotel Bldg, Mama Ngina St, Nairobi",Mombasa,"(-1.285357, 36.822885)",-1.285357,36.822885,Nairobi CBD
Dr. George Mnemo Nyale,722790342,Specialist,Physician/chest specialist,"Nairobi,5th Avenue Office Suite Ground floor Suite G",Mombasa,"(-1.2920659, 36.8219462)",-1.2920659,36.8219462,Upperhill
Dr. Hanif Zizimawala,722237961,Specialist,Pulmonalogist,"Upper Hill Medical Center, 3rd Floor, P.O Box 36497 Ralph Bunche Rd, Nairobi City",Mombasa,"(-1.2946419, 36.8062612)",-1.2946419,36.8062612,Upperhill
Royal Smiles Dental Clinic-Nakuru,110098527,Specialist,Dentist,"Kenyatta Avenue - Pandit Nehru Rd CK Patel Building 5th Floor, Suite, 5A",Nakuru,"(-0.2834911, 36.07384140000001)",-0.2834911,36.0738414,Nakuru
Smartsmile Dental Care Clinics (K) (Polo Centre 1st floor),0707 745005,Specialist,Dentist,"CBK PENSION TOWERS, 1st Floor Harambee Ave, Nairobi",Nakuru,"(-1.2903298, 36.823036)",-1.2903298,36.823036,Nairobi CBD
"ANKH Womens Clinic (Jostas House,1st floor,posta lane)",0723 949438,Specialist,Gynaecologist,"ANKH WOMEN'S CLINIC - Best Gynaecologist & Obstetrician Clinic in Nairobi Kenya, 9th floor, 4th avenue Towers, Fourth Ngong Ave, Nairobi",Nakuru,"(-1.2931408, 36.8085235)",-1.2931408,36.8085235,Upperhill
Omega Opticians-Nakuru,712267676,Specialist,Optometrist,"Kimotho House, Ground Floor Kenyatta Ave, Nakuru",Nakuru,"(-0.2832949, 36.0742751)",-0.2832949,36.0742751,Nakuru
Optica Ltd-Golden life Mall,759474210,Specialist,Optician,"Golden Life Mall, Nakuru",Nakuru,"(-0.2892948, 36.0517521)",-0.2892948,36.0517521,Nakuru
Maxident (Maxillofacial & Dental Clinic),0711112055/0737687744,Specialist,Dentist,"Maxident Maxillofacial And Dental Clinic, NANDI ROAD ELDORET KE",Uasin Gishu,"(0.5144709, 35.2783641)",0.5144709,35.2783641,Eldoret
Dr. James Cheruiyot Bett,700126800,Specialist,Opthalmologist,"G77H+JCJ, Nandi Rd, Eldoret",Uasin Gishu,"(0.5095347, 35.2877393)",0.5095347,35.2877393,Eldoret
"Palmcare Sinai Hospital/Dr. Dennis Odhiambo (Rock 2 Ground Floor, Kisumu Iten Road, Eldoret)",0721 169686,Specialist,Gynaecologist,"Rock 2 Ground Floor, Kisumu Iten Road, Eldoret",Uasin Gishu,"(0.5142774999999999, 35.2697802)",0.5142775,35.2697802,Eldoret
Baus Optical Company Ltd-Machakos,0789 459 653,Specialist,Opthalmologist,"Opposite Roof Garden Hotel, Makutano - Kitui Rd, Machakos",Machakos,"(-1.5211577, 37.2675865)",-1.5211577,37.2675865,Machakos
Optic Studio Ltd,715211199,Specialist,Optician,"C99, Machakos",Machakos,"(-1.5128326, 37.2650089)",-1.5128326,37.2650089,Machakos
Elephant Dental Ltd- Athi River,0791 505 947,Specialist,Dentist,Namanga road,Machakos,"(-1.4756024, 36.9605943)",-1.4756024,36.9605943,Kitengela
Elephant Dental Ltd- Machakos,0727 071 415,Specialist,Dentist,Namanga road,Machakos,"(-1.4756024, 36.9605943)",-1.4756024,36.9605943,Kitengela
Elephant Dental Ltd- Rongai,0701 468 878/0784 175 395,Specialist,Dentist,"Tyme Suites, 2nd Floor, Room 209, Next to ABSA Bank, Ongata Rongai",Kajiado,"(-1.3974326, 36.7595185)",-1.3974326,36.7595185,Ongata Rongai
Elephant Dental Ltd- Karatina,0713 659 922/0780 173 000,Specialist,Dentist,"Biashara Sacco building 2nd floor, opposite Karatina Market, Karatina",Nyeri,"(-0.4830129, 37.1243864)",-0.4830129,37.1243864,Karatina
Kirimara Opticals Ltd - Embu,722939379,Specialist,Opthalmologist,"MOTI PLAZA, Isiolo",Embu,"(0.3511171, 37.5834383)",0.3511171,37.5834383,Isiolo
Kirimara Opticals-Meru,722943183,Specialist,Optician,"KIRIMARA OPTICALS BLDG, Municipality, Njuri Ncheke Street, Garissa",Meru,"(-0.4532293, 39.6460988)",-0.4532293,39.6460988,Garissa
Neema Opticians,704680722,Specialist,Optician,"Ronald Ngala St, Nairobi",Meru,"(-1.285254, 36.8287229)",-1.285254,36.8287229,Nairobi CBD
Omega Opticians-Meru,799870583,Specialist,Optomerist,"EDFRI HOUSE, Moi Ave, Meru",Meru,"(3.1334027, 101.4410127)",3.1334027,101.4410127,Klang
"Optica- Ltd, Near I & M Bank",701082915,Specialist,Opthalmologist,"I&M Bank Tower Muindi Mbingu St, Kenyatta Ave, Nairobi",Meru,"(-1.2846464, 36.8199579)",-1.2846464,36.8199579,Nairobi CBD
Kirima Opticals Ltd - Isiolo,719269270,Specialist,Opthalmologist,"MOTI PLAZA, Isiolo",Isiolo,"(0.3511171, 37.5834383)",0.3511171,37.5834383,Isiolo
Kirimara Opticals- Isiolo,719269270,Specialist,Optician,"MOTI PLAZA, Isiolo",Isiolo,"(0.3511171, 37.5834383)",0.3511171,37.5834383,Isiolo
Elephant Dental Ltd- Isiolo,0714999006/0724707251,Specialist,Dentist,Isiolo,Isiolo,"(0.355636, 37.5833061)",0.355636,37.5833061,Isiolo
Nomad Dental Centre (Kosa Investment house room 8 next tp petro petrol station),0722 677588,Specialist,Dentist,"X38F+494, Mama Ngina Dr, Thika",Kakamega,"(-1.0351527, 37.0739004)",-1.0351527,37.0739004,Thika
Cuspid Dental- Bungoma,702974551,Specialist,Dentist,"Cuspid Llp Dental Clinic Bungoma, Township, Kanduyi, Kenya",Bungoma,"(0.5695252, 34.5583766)",0.5695252,34.5583766,Bungoma
Nomad Dental Centre - Webuye,,Specialist,Dentist,"Moi Ave, Webuye",Bungoma,"(0.5992059, 34.779603)",0.5992059,34.779603,Webuye
Baus Optical- Kitale,0797 389 367 / 0723 737 272,Specialist,Optician,"mega City, Oginga Odinga Rd, Kisumu",Trans Nzoia,"(-0.1032643, 34.7525657)",-0.1032643,34.7525657,Kisumu
Alpha Dental Services,0722877994/05431920,Specialist,Dentist,"WQVH+7JR, C65, Githunguri",Trans Nzoia,"(-1.0567625, 36.7790156)",-1.0567625,36.7790156,Githunguri
Stirling Healthcare Consultants,0729147171/0720668754,Specialist,Dentist,"F473+942, Unnamed Road, Busia",Kericho,"(0.4633875, 34.1027656)",0.4633875,34.1027656,Busia
Stirling Healthcare Consultants,0729147171/0720668754,Specialist,Dentist,"F473+942, Unnamed Road, Busia",Busia ,"(0.4633875, 34.1027656)",0.4633875,34.1027656,Busia
Associated Central Services -Dr. Micheal Karume Olel,0716632739 / 0733516371,Specialist,Gynaecologist,"DR.Karume Michael, NSSF Building,1st ",Kilifi,"(-4.0638612, 39.6733441)",-4.0638612,39.6733441,Mombasa
Optica Ltd-Malindi,709709260,Specialist,Opticians,"Optica - Opticians in Oasis Mall, Malindi, Central City Oasis Mall, Lamu Road, Next to Nakumatt, Malindi",Kilifi,"(-3.2191864, 40.1168906)",-3.2191864,40.1168906,Malindi
Avenue Health Care Embakasi,711060290,Hosiptal,Outpatient,"next to chicken inn, Airport N Rd, Nairobi",Nairobi,"(-1.3185628, 36.9147014)",-1.3185628,36.9147014,Embakasi
Avenue Health Care- Nairobi City Centre,722673500,Hosiptal,Outpatient,"City Centre, Nairobi Central Monrovia Street, City Centre Nakumatt Lifestyle, Monrovia St",Nairobi,"(-1.2814967, 36.8181236)",-1.2814967,36.8181236,Nairobi CBD
Ben-Ammi Medical Center ,0202737978/0720237558/,Hosiptal,Outpatient,"N.H.I.F Bldg, Ragati Rd, Nairobi",Nairobi,"(-1.2956287, 36.8128082)",-1.2956287,36.8128082,Upperhill
Canaan Health Providers,0711702224/ 3341896,Hosiptal,Outpatient / inpatient,"Nairobi Central, Nairobi",Nairobi,"(-1.2800161, 36.8191878)",-1.2800161,36.8191878,Nairobi CBD
Coptic Hospital,0739097028 / 0739642699,Hosiptal,Outpatient / inpatient,"China Centre, Ngong Rd, Nairobi",Nairobi,"(-1.2995, 36.796987)",-1.2995,36.796987,Ngong Road
Equity Afia Ltd- Imara Daima,0765000043/0720684902,Hosiptal,Outpatient,"MVGM+623 Villa Franca Shopping Centre, Cosmas Ndeti Rd, Nairobi",Nairobi,"(-1.3244875, 36.8825469)",-1.3244875,36.8825469,Imara Daima
Equity Afia Ltd- Kasarani,765000035,Hosiptal,Outpatient," Equity Afia Building, Opposite Vision Plaza Building, Near Naivas, Supermarket, Nairobi",Nairobi,"(-1.3268955, 36.8526944)",-1.3268955,36.8526944,Voi
Equity Afia Ltd- Utawala, 0765 000010 ,Hosiptal,Outpatient,"1st Floor, Eunrobe Plaza, Off, Utawala Eastern Bypass",Nairobi,"(37.7343995, -84.2998783)",37.7343995,-84.2998783,Richmond
Equity Afia Ltd-Githurai,765000039,Hosiptal,Outpatient,"QWW8+F69, Thika Road, Ngumba Rd, Githurai",Nairobi,"(-1.2005987, 36.9097542)",-1.2005987,36.9097542,Githurai
The Neurology Health Centre ,2722405/2723326/07379784446,Hosiptal,Outpatient,"1st Floor1st Floor Right Wing General Accident House, Ralph Bunche Road, ",Nairobi,"(-1.2960508, 36.8072381)",-1.2960508,36.8072381,Upperhill
Equity Afia Ltd -Ruiru ,765000006,Hosiptal,Outpatient,"Mathigu Rd, Ruiru",Kiambu,"(-1.1467312, 36.9581048)",-1.1467312,36.9581048,Ruiru
